1Stockflaeche,2Stockflaeche,3JahreszeitenVerandaflaeche,AbgeschirmteVerandaflaeche,Aussenmaterialqualitaet,Aussenmaterialzustand,Baujahr,Bedingung1_EbNA,Bedingung1_EbNU,Bedingung1_EbOA,Bedingung1_EbOU,Bedingung1_Haup,Bedingung1_Norm,Bedingung1_PosA,Bedingung1_PosN,Bedingung1_Zubr,Bedingung2_EbNA,Bedingung2_Haup,Bedingung2_Norm,Bedingung2_PosA,Bedingung2_PosN,Bedingung2_Zubr,Dachmeterial_HolzSchd,Dachmeterial_HolzScht,Dachmeterial_KiesTeer,Dachmeterial_Metall,Dachmeterial_TonFli,Dachmeterial_VerbSch,Dachtyp_Flach,Dachtyp_Giebel,Dachtyp_GiebelS,Dachtyp_Mansarde,Dachtyp_Pult,Dachtyp_Walm,EinfahrtGepflastert_J,EinfahrtGepflastert_N,EinfahrtGepflastert_P,Elektrik_Mix,Elektrik_SLSRo,Elektrik_SichAr,Elektrik_SichDu,Elektrik_SichSc,Fundament_BetonGeg,Fundament_BetonSte,Fundament_Holz,Fundament_Platten,Fundament_Stein,Fundament_ZiegFli,Funktionalitaet,Garagenautos,Garagenflaeche,Garageninnenausbau,Garagenqualitaet,Garagentyp_2Typen,Garagentyp_Abgetr,Garagentyp_CarPort,Garagentyp_Eingeb,Garagentyp_None,Garagentyp_Tiefgar,Garagentyp_Verbund,Garagenzustand,Gebauedetyp_1Fam,Gebauedetyp_2famU,Gebauedetyp_DoppH,Gebauedetyp_StHAb,Gebauedetyp_StHau,Gelaendekontur_Ebn,Gelaendekontur_Erh,Gelaendekontur_Hng,Gelaendekontur_Snk,Gelaendeneigung,GeringequalitaetFlaeche,GeschlosseneVerandaflaeche,Grundstueckanordnung_2St,Grundstueckanordnung_3St,Grundstueckanordnung_Eck,Grundstueckanordnung_Inn,Grundstueckanordnung_SG,Grundstuecksform,Grundstuecksgroesse,Hausqualitaet,Hauszustand,Heizung_GasWD,Heizung_GasWO,Heizung_GravOf,Heizung_NGasWD,Heizung_WandOf,Heizungsqualitaet,Holzdeckflaeche,Kamine,Kaminqualitaet,KellerHalbbadezimmer,KellerVollbadezimmer,Kellerbelichtung,Kellerbereich1,Kellerbereich2,Kellerbereichgroesse1,Kellerbereichgroesse2,KellerbereichgroesseGes,KellerbereichgroesseNAu,Kellerhoehe,Kellerzustand,Klimalanlage,Kuechen,KuechenQualitaet,Mauerwerkflaeche,Mauerwerktyp_Kein,Mauerwerktyp_Stein,Mauerwerktyp_ZiegAlg,Mauerwerktyp_ZiegGla,Nachbarschaft_Altstad,Nachbarschaft_Berkers,Nachbarschaft_Bockenh,Nachbarschaft_Bornhei,Nachbarschaft_Dornbus,Nachbarschaft_Eckenhe,Nachbarschaft_Eisenba,Nachbarschaft_Flughaf,Nachbarschaft_Gallus,Nachbarschaft_Ginnhei,Nachbarschaft_Hausen,Nachbarschaft_Hochsch,Nachbarschaft_Höchst,Nachbarschaft_Kalbach,Nachbarschaft_Nied,Nachbarschaft_Nordend,Nachbarschaft_Oberrad,Nachbarschaft_Riederw,Nachbarschaft_Sachsen,Nachbarschaft_Schwanh,Nachbarschaft_Sindlin,Nachbarschaft_Sossenh,Nachbarschaft_Westend,Nachbarschaft_Wiesend,Nachbarschaft_Zeilshe,OberirdischeHalbbadezimmer,OberirdischeRaueme,OberirdischeVollbadezimmer,OberirdischeWohnflaeche,OffeneVerandaflaeche,Poolflaeche,Poolqualitaet,Schlafzimmer,SondermerkmalWert,Sondermerkmal_2Gar,Sondermerkmal_And,Sondermerkmal_None,Sondermerkmal_Schu,Sondermerkmal_Tenn,Strassenlaenge,Strassentyp_Pfla,Strassentyp_Scho,Umbaujahr,Verkaufsbedingung_Abnormal,Verkaufsbedingung_AngrLand,Verkaufsbedingung_Familie,Verkaufsbedingung_Normal,Verkaufsbedingung_Unfertig,Verkaufsbedingung_Zuweis,Verkaufsjahr,Verkaufsmonat,Verkaufspreis,Verkaufstyp_And,Verkaufstyp_GarB,Verkaufstyp_GarK,Verkaufstyp_GeBU,Verkaufstyp_Neu,Verkaufstyp_Ver,Verkaufstyp_VerA,Verkaufstyp_VerAZ,Verkaufstyp_VerZ,Verkleidung1_AsbeSch,Verkleidung1_AsphSch,Verkleidung1_BetonSt,Verkleidung1_Hartfas,Verkleidung1_Holz,Verkleidung1_HolzSch,Verkleidung1_Metall,Verkleidung1_Sperrho,Verkleidung1_Stein,Verkleidung1_Stuck,Verkleidung1_Vinyl,Verkleidung1_Zement,Verkleidung1_ZiegAlg,Verkleidung1_ZiegMau,Verkleidung2_AsbeSch,Verkleidung2_AsphSch,Verkleidung2_BetonSt,Verkleidung2_Hartfas,Verkleidung2_HlzSch,Verkleidung2_Holz,Verkleidung2_Metall,Verkleidung2_Sperrho,Verkleidung2_Stein,Verkleidung2_Stuck,Verkleidung2_StuckIm,Verkleidung2_Vinyl,Verkleidung2_ZementPl,Verkleidung2_ZiegAll,Verkleidung2_ZiegGla,Versorgung,Wohngebiet_D,Wohngebiet_G (alle),Wohngebiet_WH,Wohngebiet_WM,Wohngebiet_WN,Wohnungsklasse,Wohnungsstil_1.5U,Wohnungsstil_1.5V,Wohnungsstil_1Sto,Wohnungsstil_2.5U,Wohnungsstil_2.5V,Wohnungsstil_2Sto,Wohnungsstil_GFoy,Wohnungsstil_GSto,Zaunqualitaet_GuHol,Zaunqualitaet_GuPrv,Zaunqualitaet_MnHol,Zaunqualitaet_MnPrv,Zaunqualitaet_None,Zufahrtsweg_None,Zufahrtsweg_Pfla,Zufahrtsweg_Scho
81.81,79.74,0.0,0.0,3,2,2016,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,7,3.0,70.38,3,3,False,False,False,False,False,False,True,3,True,False,False,False,False,True,False,False,False,0,0.0,0.0,False,False,False,True,False,3,954.27,8,5,False,True,False,False,False,4,15.12,1,4,0.0,1.0,1,6,1,61.38,0.0,81.0,19.62,5,4,True,1,3,10.89,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,8,2,161.55,4.05,0.0,0,3,0.0,False,False,True,False,False,25.2,True,False,2016,False,False,False,True,False,False,2019,7,229500.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,True,False,False,False,False,60,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
69.66,59.04,0.0,0.0,2,2,2010,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,7,2.0,36.0,3,3,False,False,False,True,False,False,False,3,True,False,False,False,False,True,False,False,False,0,0.0,0.0,False,False,False,True,False,2,697.5,7,5,False,True,False,False,False,4,16.2,1,3,0.0,0.0,1,6,1,22.5,0.0,34.56,12.06,4,3,True,1,2,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,7,2,128.7,0.0,0.0,0,3,0.0,False,False,True,False,False,20.684476534296028,True,False,2010,False,False,False,True,False,False,2020,4,153000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,False,False,False,False,True,80,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
61.11,45.36,0.0,0.0,2,3,1958,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,7,1.0,27.72,1,3,False,True,False,False,False,False,False,3,True,False,False,False,False,True,False,False,False,0,0.0,0.0,False,False,False,True,False,3,540.0,3,7,False,True,False,False,False,4,0.0,0,0,0.0,0.0,1,5,1,29.79,0.0,58.41,28.62,3,3,True,1,2,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,6,1,106.47,15.84,0.0,0,2,0.0,False,False,True,False,False,15.0,True,False,2012,False,False,False,True,False,False,2017,6,102000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,False,False,False,True,False,50,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
122.58,0.0,0.0,0.0,3,2,2015,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,7,2.0,41.4,2,3,False,False,False,False,False,False,True,3,False,False,False,True,False,True,False,False,False,0,0.0,0.0,False,False,True,False,False,2,681.93,6,5,False,True,False,False,False,4,17.28,1,4,0.0,0.0,3,5,1,1.8,0.0,122.58,120.78,4,3,True,1,3,23.04,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,6,2,122.58,2.52,0.0,0,2,0.0,False,False,True,False,False,18.3,True,False,2016,False,False,False,True,False,False,2017,6,165495.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,False,False,False,False,True,120,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
145.26,0.0,0.0,0.0,3,2,2015,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,7,3.0,79.02,2,3,False,False,False,False,False,False,True,3,True,False,False,False,False,True,False,False,False,0,0.0,0.0,False,False,False,True,False,2,893.34,7,5,False,True,False,False,False,4,9.0,0,0,0.0,1.0,2,6,1,106.02,0.0,145.26,39.24,4,3,True,1,3,18.9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,7,2,145.26,3.42,0.0,0,3,0.0,False,False,True,False,False,21.0,True,False,2016,False,False,False,True,False,False,2017,5,208845.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,False,False,False,False,True,20,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
84.24,75.6,0.0,0.0,3,2,2012,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,7,2.0,42.66,2,3,False,False,False,False,False,False,True,3,True,False,False,False,False,True,False,False,False,0,0.0,0.0,False,False,False,True,False,2,1260.54,7,5,False,True,False,False,False,4,12.96,1,3,0.0,0.0,0,1,1,0.0,0.0,84.24,84.24,4,3,True,1,3,12.96,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,7,2,159.84,8.64,0.0,0,3,0.0,False,False,True,False,False,19.5,True,False,2012,False,False,False,True,False,False,2016,2,163625.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,False,False,False,False,True,60,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
120.33,0.0,0.0,0.0,2,3,2008,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,7,2.0,36.45,3,3,False,False,False,False,False,False,True,3,False,False,False,True,False,True,False,False,False,0,0.0,0.0,True,False,False,False,False,3,405.0,6,5,False,True,False,False,False,4,0.0,0,0,0.0,1.0,1,6,1,108.09,0.0,111.33,3.24,5,4,True,1,2,39.87,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5,2,120.33,17.91,0.0,0,2,0.0,False,False,True,False,False,9.6,True,False,2008,False,False,False,True,False,False,2016,3,130475.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,False,False,False,True,False,120,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
63.63,61.38,0.0,0.0,2,3,1956,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,7,1.0,21.6,1,3,False,True,False,False,False,False,False,3,True,False,False,False,False,False,False,True,False,0,0.0,11.34,False,False,False,True,False,3,304.02,7,8,False,True,False,False,False,3,0.0,2,4,0.0,0.0,1,1,1,0.0,0.0,58.59,58.59,3,3,True,1,2,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,6,1,125.01,0.0,0.0,0,3,0.0,False,False,True,False,False,18.0,True,False,2002,False,False,False,True,False,False,2019,9,114750.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,True,False,60,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
165.24,0.0,0.0,0.0,3,2,2018,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,7,2.0,46.53,3,3,False,False,False,False,False,False,True,3,True,False,False,False,False,True,False,False,False,0,0.0,0.0,False,False,True,False,False,3,731.25,8,5,False,True,False,False,False,4,0.0,1,4,0.0,0.0,1,1,1,0.0,0.0,165.24,165.24,4,3,True,1,3,25.92,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,8,2,165.24,15.75,0.0,0,3,0.0,False,False,True,False,False,19.5,True,False,2019,False,False,False,False,True,False,2019,10,224825.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,True,False,False,False,False,20,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
135.99,0.0,0.0,0.0,3,2,2012,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,7,2.0,35.82,3,3,False,False,False,False,False,False,True,3,False,False,False,True,False,True,False,False,False,0,0.0,0.0,False,False,False,True,False,3,264.42,7,5,False,True,False,False,False,4,11.7,1,3,0.0,1.0,3,6,1,93.42,0.0,123.12,29.7,4,3,True,1,3,3.6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,5,2,135.99,2.7,0.0,0,2,0.0,False,False,True,False,False,20.684476534296028,True,False,2012,False,False,False,True,False,False,2016,5,209941.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,False,False,False,False,True,120,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
96.48,0.0,0.0,0.0,2,2,2015,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,7,2.0,47.25,3,3,False,False,False,False,False,True,False,3,False,False,False,True,False,True,False,False,False,0,0.0,0.0,False,False,False,True,False,3,330.75,6,5,False,True,False,False,False,3,0.0,0,0,0.0,1.0,3,6,1,49.23,0.0,49.23,0.0,4,3,True,1,2,7.2,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5,1,96.48,2.52,0.0,0,2,0.0,False,False,True,False,False,10.5,True,False,2016,False,False,False,True,False,False,2019,4,123675.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,False,False,False,True,False,180,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
191.61,66.87,0.0,0.0,3,2,2002,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,7,2.0,48.69,3,3,False,False,False,False,False,False,True,3,True,False,False,False,False,True,False,False,False,0,0.0,0.0,False,False,False,True,False,3,961.02,8,5,False,True,False,False,False,4,0.0,1,3,0.0,0.0,1,6,1,63.0,0.0,151.47,88.47,4,3,True,1,3,30.33,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,9,2,258.48,2.97,0.0,0,4,0.0,False,False,True,False,False,25.5,True,False,2010,False,False,False,True,False,False,2017,4,242250.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,50,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
151.65,0.0,0.0,0.0,3,2,2016,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,7,3.0,59.22,3,3,False,False,False,False,False,False,True,3,True,False,False,False,False,True,False,False,False,0,0.0,0.0,False,False,True,False,False,2,1064.16,8,5,False,True,False,False,False,4,10.08,1,4,0.0,0.0,3,1,1,0.0,0.0,151.65,151.65,4,3,True,1,3,26.82,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,5,2,151.65,5.67,0.0,0,2,0.0,False,False,True,False,False,30.0,True,False,2016,False,False,False,True,False,False,2017,4,215050.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,True,False,False,False,False,20,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
87.48,54.45,0.0,0.0,2,2,1949,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,7,1.0,28.08,1,3,False,True,False,False,False,False,False,3,True,False,False,False,False,True,False,False,False,0,0.0,0.0,False,False,False,True,False,3,579.15,6,5,False,True,False,False,False,3,0.0,1,4,0.0,0.0,1,1,1,0.0,0.0,87.48,87.48,3,3,True,1,1,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,6,1,141.93,0.0,0.0,0,3,0.0,False,False,True,False,False,19.5,True,False,1960,False,False,False,True,False,False,2016,10,119170.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,False,False,False,False,True,50,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
71.01,0.0,0.0,0.0,2,2,1936,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,7,1.0,18.0,1,1,False,True,False,False,False,False,False,1,True,False,False,False,False,True,False,False,False,0,0.0,10.08,False,False,False,True,False,3,953.46,5,5,False,False,True,False,False,1,0.0,0,0,0.0,0.0,1,1,1,0.0,0.0,69.12,69.12,3,3,False,1,2,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5,1,71.01,0.0,0.0,0,2,0.0,False,False,True,False,False,16.5,True,False,1960,False,False,False,True,False,False,2017,6,82025.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,45,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
99.72,89.01,0.0,0.0,2,2,2008,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,7,2.0,52.47,2,3,False,True,False,False,False,False,False,3,True,False,False,False,False,True,False,False,False,0,0.0,0.0,False,False,True,False,False,3,877.5,7,6,False,True,False,False,False,4,22.77,1,3,0.0,1.0,3,6,1,87.75,0.0,99.72,11.97,4,3,True,1,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,8,2,188.73,15.3,0.0,0,3,0.0,False,False,True,False,False,22.5,True,False,2008,False,False,False,True,False,False,2016,6,233155.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,False,False,False,False,True,60,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
110.61,0.0,0.0,0.0,2,2,1966,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,7,1.0,25.56,2,3,False,False,False,False,False,False,True,3,True,False,False,False,False,True,False,False,False,0,0.0,0.0,False,False,False,True,False,3,1542.6,4,6,False,True,False,False,False,4,0.0,0,0,0.0,0.0,1,5,1,95.31,0.0,102.06,6.75,3,3,True,1,2,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,6,1,110.61,0.0,0.0,0,3,0.0,False,False,True,False,False,20.684476534296028,True,False,1966,False,False,False,True,False,False,2019,4,114750.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,False,False,False,False,True,20,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
97.11,72.0,0.0,0.0,3,3,2003,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,7,2.0,42.57,2,3,False,False,False,False,False,False,True,3,True,False,False,False,False,True,False,False,False,0,0.0,12.96,False,False,True,False,False,3,950.4,7,5,False,True,False,False,False,4,36.0,1,3,0.0,1.0,1,6,1,42.66,0.0,97.11,54.45,4,4,True,1,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,8,2,169.11,9.0,0.0,0,3,0.0,False,False,True,False,False,25.5,True,False,2004,False,False,False,True,False,False,2019,8,203915.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,False,False,False,False,True,60,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
143.28,0.0,0.0,0.0,3,2,2004,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,7,2.0,43.56,3,3,False,False,False,False,False,False,True,3,True,False,False,False,False,True,False,False,False,0,0.0,0.0,False,False,False,True,False,3,1073.43,8,5,False,True,False,False,False,4,10.8,1,3,0.0,0.0,3,4,6,36.72,41.85,140.04,61.47,4,3,True,1,3,46.71,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,7,2,143.28,3.15,0.0,0,3,0.0,False,False,True,False,False,21.9,True,False,2005,False,False,False,True,False,False,2017,6,193800.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,20,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
110.34,53.28,0.0,16.56,2,1,1941,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,7,1.0,21.6,1,3,False,True,False,False,False,False,False,3,True,False,False,False,False,True,False,False,False,0,0.0,0.0,False,False,True,False,False,3,698.22,7,4,False,True,False,False,False,4,0.0,2,3,0.0,0.0,1,2,1,20.16,0.0,93.6,73.44,3,3,True,1,2,54.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,7,1,163.62,0.0,0.0,0,4,0.0,False,False,True,False,False,20.684476534296028,True,False,1960,False,False,False,True,False,False,2017,6,144075.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3,False,False,False,True,False,50,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
197.64,0.0,0.0,0.0,3,2,2000,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,7,3.0,63.09,2,3,False,False,False,False,False,False,True,3,True,False,False,False,False,True,False,False,False,0,0.0,0.0,False,False,False,False,True,2,1321.56,7,7,False,True,False,False,False,3,7.56,1,3,0.0,0.0,2,5,4,43.65,15.93,194.22,134.64,4,3,True,1,3,21.06,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,7,2,197.64,6.3,0.0,0,3,0.0,False,False,True,False,False,27.0,True,False,2001,False,False,False,True,False,False,2019,6,231115.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,20,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
131.04,0.0,0.0,0.0,3,2,2013,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,7,2.0,36.0,3,3,False,False,False,False,False,False,True,3,False,False,False,True,False,True,False,False,False,0,0.0,0.0,False,False,False,True,False,3,287.64,8,5,False,True,False,False,False,4,12.87,1,3,0.0,0.0,3,1,1,0.0,0.0,114.57,114.57,4,3,True,1,3,3.6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,7,2,131.04,1.8,0.0,0,2,0.0,False,False,True,False,False,20.684476534296028,True,False,2013,False,False,False,True,False,False,2016,5,182750.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,False,False,False,False,True,120,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
